tmc_code,measurement_tstamp,speed,historical_average_speed,reference_speed,travel_time_minutes,data_density,speed_norm
116N04240,2/17/2019 4:00,52.84,56,68,0.85,B,3.16
116N04240,2/17/2019 5:00,47.15,61,68,0.95,B,13.85
116N04240,2/17/2019 6:00,57.97,63,68,0.77,C,5.03
116N04240,2/17/2019 7:00,61.03,64,68,0.73,C,2.97
116N04240,2/17/2019 8:00,57.02,65,68,0.79,C,7.98
116N04240,2/17/2019 9:00,57.79,63,68,0.78,C,5.21
116N04240,2/17/2019 10:00,58.7,63,68,0.76,C,4.3
116N04240,2/17/2019 11:00,63.8,64,68,0.7,C,0.2
116N04240,2/17/2019 12:00,56.65,64,68,0.79,C,7.35
116N04240,2/17/2019 13:00,59.56,63,68,0.75,C,3.44
116N04240,2/17/2019 14:00,58.73,62,68,0.76,C,3.27
116N04240,2/17/2019 15:00,60.95,62,68,0.74,C,1.05
116N04240,2/17/2019 16:00,54.92,65,68,0.82,C,10.08
116N04240,2/17/2019 17:00,49.15,65,68,0.91,C,15.85
116N04240,2/17/2019 18:00,38.53,66,68,1.16,B,27.47
116N04240,2/17/2019 19:00,35.73,63,68,1.25,B,27.27
116N04240,2/17/2019 20:00,25.53,56,68,1.76,C,30.47
116N04240,2/17/2019 21:00,52.46,59,68,0.85,B,6.54
116N04240,2/17/2019 22:00,37.14,58,68,1.21,B,20.86
116N04240,2/17/2019 23:00,42.8,57,68,1.05,C,14.2
116+10750,2/17/2019 0:00,51.42,46,62,1.88,A,-5.42
116+10750,2/17/2019 1:00,46.19,45,62,2.09,B,-1.19
116+10750,2/17/2019 2:00,41.59,49,62,2.33,B,7.41
116+10750,2/17/2019 3:00,43.88,51,62,2.2,B,7.12
116+10750,2/17/2019 4:00,38.43,49,62,2.52,B,10.57
116+10750,2/17/2019 5:00,49.51,49,62,1.95,B,-0.51
116+10750,2/17/2019 6:00,47.26,54,62,2.05,B,6.74
116+10750,2/17/2019 7:00,51.06,53,62,1.89,C,1.94
116+10750,2/17/2019 8:00,44.72,56,62,2.16,C,11.28
116+10750,2/17/2019 9:00,45.26,55,62,2.14,C,9.74
116+10750,2/17/2019 10:00,41,50,62,2.36,C,9.0
116+10750,2/17/2019 11:00,42.01,47,62,2.3,C,4.99
116+10750,2/17/2019 12:00,43.93,45,62,2.2,C,1.07
116+10750,2/17/2019 13:00,44.68,43,62,2.17,C,-1.68
116+10750,2/17/2019 14:00,47.57,43,62,2.03,C,-4.57
116+10750,2/17/2019 15:00,48.37,45,62,2,C,-3.37
116+10750,2/17/2019 16:00,49.9,41,62,1.94,C,-8.9
116+10750,2/17/2019 17:00,50.63,48,62,1.91,C,-2.63
116+10750,2/17/2019 18:00,50.98,51,62,1.9,C,0.02
116+10750,2/17/2019 19:00,50.7,58,62,1.91,C,7.3
116+10750,2/17/2019 20:00,54.19,56,62,1.79,C,1.81
116+10750,2/17/2019 21:00,46.5,56,62,2.08,B,9.5
116+10750,2/17/2019 22:00,42.91,55,62,2.25,B,12.09
116+10750,2/17/2019 23:00,52.08,54,62,1.86,B,1.92
116N08161,2/17/2019 0:00,60.42,63,69,0.39,B,2.58
116N08161,2/17/2019 1:00,50.46,61,69,0.47,A,10.54
116N08161,2/17/2019 2:00,58.35,63,69,0.41,A,4.65
116N08161,2/17/2019 3:00,62,60,69,0.38,A,-2.0
116N08161,2/17/2019 4:00,54.8,62,69,0.43,A,7.2
116N08161,2/17/2019 5:00,52.58,64,69,0.45,B,11.42
116N08161,2/17/2019 6:00,52.22,64,69,0.45,B,11.78
116N08161,2/17/2019 7:00,57.07,68,69,0.41,B,10.93
116N08161,2/17/2019 8:00,56.46,68,69,0.42,B,11.54
116N08161,2/17/2019 9:00,62.71,68,69,0.38,B,5.29
116N08161,2/17/2019 10:00,63.46,67,69,0.37,C,3.54
116N08161,2/17/2019 11:00,63.69,68,69,0.37,C,4.31
116N08161,2/17/2019 12:00,64.72,69,69,0.37,C,4.28
116N08161,2/17/2019 13:00,61.44,67,69,0.38,C,5.56
116N08161,2/17/2019 14:00,63.99,69,69,0.37,C,5.01
116N08161,2/17/2019 15:00,65.73,69,69,0.36,C,3.27
116N08161,2/17/2019 16:00,63.85,69,69,0.37,C,5.15
116N08161,2/17/2019 17:00,68.12,69,69,0.35,C,0.88
116N08161,2/17/2019 18:00,65.17,68,69,0.36,B,2.83
116N08161,2/17/2019 19:00,60.2,67,69,0.39,B,6.8
116N08161,2/17/2019 20:00,53.9,66,69,0.44,B,12.1
116N08161,2/17/2019 21:00,62.45,66,69,0.38,A,3.55
116N08161,2/17/2019 22:00,58.56,66,69,0.4,B,7.44
116N08161,2/17/2019 23:00,57.98,65,69,0.41,A,7.02
116+04233,2/17/2019 0:00,66.91,60,69,0.43,A,-6.91
116+04233,2/17/2019 1:00,70.18,54,69,0.41,A,-16.18
116+04233,2/17/2019 2:00,62.3,57,69,0.47,B,-5.3
116+04233,2/17/2019 3:00,53.99,61,69,0.54,B,7.01
116+04233,2/17/2019 4:00,56.41,63,69,0.51,B,6.59
116+04233,2/17/2019 5:00,60.74,63,69,0.48,B,2.26
116+04233,2/17/2019 6:00,64.49,67,69,0.45,B,2.51
116+04233,2/17/2019 7:00,66.23,69,69,0.44,B,2.77
116+04233,2/17/2019 8:00,63.97,70,69,0.45,C,6.03
116+04233,2/17/2019 9:00,69.5,71,69,0.42,C,1.5
116+04233,2/17/2019 10:00,74.51,69,69,0.39,C,-5.51
116+04233,2/17/2019 11:00,73.08,69,69,0.4,C,-4.08
116+04233,2/17/2019 12:00,70.26,68,69,0.41,C,-2.26
116+04233,2/17/2019 13:00,69.82,65,69,0.42,C,-4.82
116+04233,2/17/2019 14:00,68.11,68,69,0.43,C,-0.11
116+04233,2/17/2019 15:00,65.98,67,69,0.44,C,1.02
116+04233,2/17/2019 16:00,58.54,66,69,0.5,C,7.46
116+04233,2/17/2019 17:00,49.81,69,69,0.58,C,19.19
116+04233,2/17/2019 18:00,30.98,70,69,0.94,C,39.02
116+04233,2/17/2019 19:00,30.58,68,69,0.95,C,37.42
116+04233,2/17/2019 20:00,42.03,66,69,0.69,C,23.97
116+04233,2/17/2019 21:00,35.92,66,69,0.81,B,30.08
116+04233,2/17/2019 22:00,49.86,64,69,0.58,B,14.14
116+04233,2/17/2019 23:00,41.24,62,69,0.7,C,20.76
116+04234,2/17/2019 0:00,65.47,62,69,2.48,B,-3.47
116+04234,2/17/2019 1:00,68.72,60,69,2.36,B,-8.72
116+04234,2/17/2019 2:00,55.44,58,69,2.93,B,2.56
116+04234,2/17/2019 3:00,58.83,62,69,2.76,B,3.17
116+04234,2/17/2019 4:00,55.18,63,69,2.94,C,7.82
116+04234,2/17/2019 5:00,59.19,63,69,2.74,C,3.81
116+04234,2/17/2019 6:00,61.28,67,69,2.65,B,5.72
116+04234,2/17/2019 7:00,54.22,69,69,2.99,C,14.78
116+04234,2/17/2019 8:00,62.87,70,69,2.58,C,7.13
116+04234,2/17/2019 9:00,65.25,70,69,2.49,C,4.75
116+04234,2/17/2019 10:00,70.44,70,69,2.3,C,-0.44
116+04234,2/17/2019 11:00,68.92,69,69,2.36,C,0.08
116+04234,2/17/2019 12:00,67.33,68,69,2.41,C,0.67
116+04234,2/17/2019 13:00,67.1,66,69,2.42,C,-1.1
116+04234,2/17/2019 14:00,66.73,67,69,2.43,C,0.27
116+04234,2/17/2019 15:00,63.31,66,69,2.56,C,2.69
116+04234,2/17/2019 16:00,57.32,61,69,2.83,C,3.68
116+04234,2/17/2019 17:00,33.82,66,69,4.8,C,32.18
116+04234,2/17/2019 18:00,25.35,69,69,6.4,C,43.65
116+04234,2/17/2019 19:00,30.83,68,69,5.27,C,37.17
116+04234,2/17/2019 20:00,37.93,67,69,4.28,C,29.07
116+04234,2/17/2019 21:00,32.76,66,69,4.95,B,33.24
116+04234,2/17/2019 22:00,47.93,66,69,3.39,B,18.07
116+04234,2/17/2019 23:00,40.43,63,69,4.01,C,22.57
116+04235,2/17/2019 0:00,62.94,59,69,0.83,B,-3.94
116+04235,2/17/2019 1:00,62.22,55,69,0.84,A,-7.22
116+04235,2/17/2019 2:00,46.22,54,69,1.14,B,7.78
116+04235,2/17/2019 3:00,49.86,60,69,1.05,B,10.14
116+04235,2/17/2019 4:00,48.4,55,69,1.08,B,6.6
116+04235,2/17/2019 5:00,51.88,60,69,1.01,B,8.12
116+04235,2/17/2019 6:00,53.92,65,69,0.97,B,11.08
116+04235,2/17/2019 7:00,57.55,67,69,0.91,B,9.45
116+04235,2/17/2019 8:00,58.12,68,69,0.9,C,9.88
116+04235,2/17/2019 9:00,61.33,68,69,0.86,C,6.67
116+04235,2/17/2019 10:00,65.66,68,69,0.8,C,2.34
116+04235,2/17/2019 11:00,62.81,65,69,0.84,C,2.19
116+04235,2/17/2019 12:00,61.53,63,69,0.85,C,1.47
116+04235,2/17/2019 13:00,60.96,63,69,0.86,C,2.04
116+04235,2/17/2019 14:00,62.04,63,69,0.85,C,0.96
116+04235,2/17/2019 15:00,57.06,64,69,0.92,C,6.94
116+04235,2/17/2019 16:00,43.1,64,69,1.22,C,20.9
116+04235,2/17/2019 17:00,17,64,69,3.09,C,47.0
116+04235,2/17/2019 18:00,9.5,64,69,5.53,C,54.5
116+04235,2/17/2019 19:00,7.87,62,69,6.67,C,54.13
116+04235,2/17/2019 20:00,9.9,63,69,5.3,C,53.1
116+04235,2/17/2019 21:00,31.22,64,69,1.68,B,32.78
116+04235,2/17/2019 22:00,46.21,63,69,1.14,B,16.79
116+04235,2/17/2019 23:00,45.98,60,69,1.14,B,14.02
116+04236,2/17/2019 0:00,65.19,63,71,0.33,B,-2.19
116+04236,2/17/2019 1:00,61.03,59,71,0.35,B,-2.03
116+04236,2/17/2019 2:00,52.54,57,71,0.41,B,4.46
116+04236,2/17/2019 3:00,57.75,61,71,0.37,B,3.25
116+04236,2/17/2019 4:00,56.13,64,71,0.39,B,7.87
116+04236,2/17/2019 5:00,58.61,63,71,0.37,B,4.39
116+04236,2/17/2019 6:00,59.06,67,71,0.37,B,7.94
116+04236,2/17/2019 7:00,62.27,70,71,0.35,B,7.73
116+04236,2/17/2019 8:00,67.31,70,71,0.32,C,2.69
116+04236,2/17/2019 9:00,64.85,71,71,0.33,C,6.15
116+04236,2/17/2019 10:00,68.24,69,71,0.32,C,0.76
116+04236,2/17/2019 11:00,66.53,67,71,0.32,C,0.47
116+04236,2/17/2019 12:00,63,66,71,0.34,C,3.0
116+04236,2/17/2019 13:00,63.49,66,71,0.34,C,2.51
116+04236,2/17/2019 14:00,63.96,67,71,0.34,C,3.04
116+04236,2/17/2019 15:00,56.4,64,71,0.38,C,7.6
116+04236,2/17/2019 16:00,36.4,64,71,0.59,C,27.6
116+04236,2/17/2019 17:00,14.39,69,71,1.5,C,54.61
116+04236,2/17/2019 18:00,9.85,68,71,2.19,C,58.15
116+04236,2/17/2019 19:00,5.53,68,71,3.91,C,62.47
116+04236,2/17/2019 20:00,8.66,66,71,2.5,C,57.34
116+04236,2/17/2019 21:00,30.44,66,71,0.71,B,35.56
116+04236,2/17/2019 22:00,44.9,66,71,0.48,B,21.1
116+04236,2/17/2019 23:00,49.33,65,71,0.44,B,15.67
116N10750,2/17/2019 0:00,33.71,44,63,0.03,A,10.29
116N10750,2/17/2019 1:00,35.46,38,63,0.03,B,2.54
116N10750,2/17/2019 2:00,44.61,44,63,0.02,A,-0.61
116N10750,2/17/2019 3:00,38.05,31,63,0.02,A,-7.05
116N10750,2/17/2019 4:00,41.09,44,63,0.02,B,2.91
116N10750,2/17/2019 5:00,34.62,48,63,0.03,B,13.38
116N10750,2/17/2019 6:00,46.36,46,63,0.02,B,-0.36
116N10750,2/17/2019 7:00,46.2,41,63,0.02,C,-5.2
116N10750,2/17/2019 8:00,48.95,47,63,0.02,B,-1.95
116N10750,2/17/2019 9:00,42.02,48,63,0.02,C,5.98
116N10750,2/17/2019 10:00,40.37,47,63,0.02,B,6.63
116N10750,2/17/2019 11:00,43.38,43,63,0.02,B,-0.38
116N10750,2/17/2019 12:00,38.28,48,63,0.02,C,9.72
116N10750,2/17/2019 13:00,46.33,42,63,0.02,C,-4.33
116N10750,2/17/2019 14:00,37.18,46,63,0.03,C,8.82
116N10750,2/17/2019 15:00,44.81,49,63,0.02,C,4.19
116N10750,2/17/2019 16:00,53.61,52,63,0.02,B,-1.61
116N10750,2/17/2019 17:00,46.18,55,63,0.02,B,8.82
116N10750,2/17/2019 18:00,43.59,49,63,0.02,B,5.41
116N10750,2/17/2019 19:00,44.83,56,63,0.02,B,11.17
116N10750,2/17/2019 20:00,49.75,50,63,0.02,A,0.25
116N10750,2/17/2019 21:00,41.8,57,63,0.02,B,15.2
116N10750,2/17/2019 22:00,39.6,50,63,0.02,A,10.4
116N10750,2/17/2019 23:00,36.04,41,63,0.03,B,4.96
116+04237,2/17/2019 0:00,66.68,63,71,0.55,B,-3.68
116+04237,2/17/2019 1:00,66.46,58,71,0.55,B,-8.46
116+04237,2/17/2019 2:00,53.65,57,71,0.68,B,3.35
116+04237,2/17/2019 3:00,59.61,62,71,0.62,B,2.39
116+04237,2/17/2019 4:00,54.74,65,71,0.67,B,10.26
116+04237,2/17/2019 5:00,58.15,64,71,0.63,B,5.85
116+04237,2/17/2019 6:00,61.16,67,71,0.6,B,5.84
116+04237,2/17/2019 7:00,63.76,70,71,0.58,B,6.24
116+04237,2/17/2019 8:00,65.24,70,71,0.56,B,4.76
116+04237,2/17/2019 9:00,67.3,71,71,0.55,C,3.7
116+04237,2/17/2019 10:00,69.22,71,71,0.53,C,1.78
116+04237,2/17/2019 11:00,62.71,68,71,0.59,C,5.29
116+04237,2/17/2019 12:00,65.03,68,71,0.56,C,2.97
116+04237,2/17/2019 13:00,62.79,67,71,0.58,C,4.21
116+04237,2/17/2019 14:00,64.55,67,71,0.57,C,2.45
116+04237,2/17/2019 15:00,42.03,63,71,0.87,C,20.97
116+04237,2/17/2019 16:00,31.99,64,71,1.15,C,32.01
116+04237,2/17/2019 17:00,18.33,69,71,2,C,50.67
116+04237,2/17/2019 18:00,9.43,68,71,3.89,C,58.57
116+04237,2/17/2019 19:00,5.53,68,71,6.64,C,62.47
116+04237,2/17/2019 20:00,8.92,66,71,4.12,C,57.08
116+04237,2/17/2019 21:00,31.11,67,71,1.18,B,35.89
116+04237,2/17/2019 22:00,42.28,66,71,0.87,C,23.72
116+04237,2/17/2019 23:00,43.52,65,71,0.84,B,21.48
116+04238,2/17/2019 0:00,64.01,64,71,1.9,B,-0.01
116+04238,2/17/2019 1:00,64.09,59,71,1.9,B,-5.09
116+04238,2/17/2019 2:00,52.48,57,71,2.32,A,4.52
116+04238,2/17/2019 3:00,54.73,63,71,2.22,B,8.27
116+04238,2/17/2019 4:00,49.91,64,71,2.44,B,14.09
116+04238,2/17/2019 5:00,55.63,64,71,2.19,C,8.37
116+04238,2/17/2019 6:00,57.09,66,71,2.13,B,8.91
116+04238,2/17/2019 7:00,58.35,71,71,2.09,C,12.65
116+04238,2/17/2019 8:00,64.4,69,71,1.89,C,4.6
116+04238,2/17/2019 9:00,65.53,71,71,1.86,C,5.47
116+04238,2/17/2019 10:00,70.59,69,71,1.72,C,-1.59
116+04238,2/17/2019 11:00,55.8,67,71,2.18,C,11.2
116+04238,2/17/2019 12:00,62.9,66,71,1.93,C,3.1
116+04238,2/17/2019 13:00,60.37,65,71,2.02,C,4.63
116+04238,2/17/2019 14:00,64.17,65,71,1.9,C,0.83
116+04238,2/17/2019 15:00,62.18,66,71,1.96,C,3.82
116+04238,2/17/2019 16:00,47.7,67,71,2.55,C,19.3
116+04238,2/17/2019 17:00,31.19,68,71,3.9,C,36.81
116+04238,2/17/2019 18:00,5.72,68,71,21.28,C,62.28
116+04238,2/17/2019 19:00,4.72,68,71,25.79,C,63.28
116+04238,2/17/2019 20:00,7.45,65,71,16.33,C,57.55
116+04238,2/17/2019 21:00,26.97,66,71,4.51,C,39.03
116+04238,2/17/2019 22:00,36.05,60,71,3.38,C,23.95
116+04238,2/17/2019 23:00,48.35,64,71,2.52,B,15.65
116+04239,2/17/2019 0:00,59.46,60,70,2.26,B,0.54
116+04239,2/17/2019 1:00,62.85,58,70,2.14,B,-4.85
116+04239,2/17/2019 2:00,50.75,56,70,2.65,B,5.25
116+04239,2/17/2019 3:00,50.11,63,70,2.68,C,12.89
116+04239,2/17/2019 4:00,53.19,62,70,2.53,B,8.81
116+04239,2/17/2019 5:00,51.62,63,70,2.61,C,11.38
116+04239,2/17/2019 6:00,50.79,65,70,2.65,C,14.21
116+04239,2/17/2019 7:00,62.33,70,70,2.16,B,7.67
116+04239,2/17/2019 8:00,62.58,68,70,2.15,C,5.42
116+04239,2/17/2019 9:00,62.63,69,70,2.15,C,6.37
116+04239,2/17/2019 10:00,67.79,67,70,1.98,C,-0.79
116+04239,2/17/2019 11:00,63.94,65,70,2.1,C,1.06
116+04239,2/17/2019 12:00,56.61,64,70,2.38,C,7.39
116+04239,2/17/2019 13:00,58.1,63,70,2.31,C,4.9
116+04239,2/17/2019 14:00,61.07,61,70,2.2,C,-0.07
116+04239,2/17/2019 15:00,58.04,60,70,2.32,C,1.96
116+04239,2/17/2019 16:00,46.7,60,70,2.88,C,13.3
116+04239,2/17/2019 17:00,30.17,65,70,4.46,C,34.83
116+04239,2/17/2019 18:00,6.54,65,70,20.57,C,58.46
116+04239,2/17/2019 19:00,4.98,65,70,27.01,C,60.02
116+04239,2/17/2019 20:00,12.42,64,70,10.83,C,51.58
116+04239,2/17/2019 21:00,25.72,62,70,5.23,C,36.28
116+04239,2/17/2019 22:00,32.4,63,70,4.15,C,30.6
116+04239,2/17/2019 23:00,47.71,61,70,2.82,B,13.29
116+04735,2/17/2019 0:00,64.47,61,69,0.53,A,-3.47
116+04735,2/17/2019 1:00,67.8,59,69,0.5,B,-8.8
116+04735,2/17/2019 2:00,58.06,63,69,0.58,B,4.94
116+04735,2/17/2019 3:00,60.5,64,69,0.56,A,3.5
116+04735,2/17/2019 4:00,61.91,63,69,0.55,A,1.09
116+04735,2/17/2019 5:00,61.01,63,69,0.56,B,1.99
116+04735,2/17/2019 6:00,62.93,64,69,0.54,B,1.07
116+04735,2/17/2019 7:00,66.16,69,69,0.51,B,2.84
116+04735,2/17/2019 8:00,68.3,71,69,0.5,C,2.7
116+04735,2/17/2019 9:00,68.01,71,69,0.5,C,2.99
116+04735,2/17/2019 10:00,70.17,68,69,0.48,C,-2.17
116+04735,2/17/2019 11:00,68.53,51,69,0.5,C,-17.53
116+04735,2/17/2019 12:00,55.93,49,69,0.61,C,-6.93
116+04735,2/17/2019 13:00,41.39,46,69,0.82,C,4.61
116+04735,2/17/2019 14:00,33.1,48,69,1.03,C,14.9
116+04735,2/17/2019 15:00,30.01,43,69,1.13,C,12.99
116+04735,2/17/2019 16:00,31.74,44,69,1.07,C,12.26
116+04735,2/17/2019 17:00,38.7,43,69,0.88,C,4.3
116+04735,2/17/2019 18:00,49.15,53,69,0.69,C,3.85
116+04735,2/17/2019 19:00,56.65,68,69,0.6,C,11.35
116+04735,2/17/2019 20:00,57,68,69,0.6,C,11.0
116+04735,2/17/2019 21:00,61.5,68,69,0.55,A,6.5
116+04735,2/17/2019 22:00,51.99,65,69,0.65,A,13.01
116+04735,2/17/2019 23:00,60.42,61,69,0.56,B,0.58
116+04736,2/17/2019 0:00,65,61,69,2.17,A,-4.0
116+04736,2/17/2019 1:00,63.52,56,69,2.22,B,-7.52
116+04736,2/17/2019 2:00,53.45,58,69,2.64,B,4.55
116+04736,2/17/2019 3:00,59.65,62,69,2.37,B,2.35
116+04736,2/17/2019 4:00,53.2,64,69,2.65,B,10.8
116+04736,2/17/2019 5:00,60.82,62,69,2.32,C,1.18
116+04736,2/17/2019 6:00,62.5,65,69,2.26,B,2.5
116+04736,2/17/2019 7:00,63.21,67,69,2.23,C,3.79
116+04736,2/17/2019 8:00,61.93,68,69,2.28,C,6.07
116+04736,2/17/2019 9:00,66.63,68,69,2.12,C,1.37
116+04736,2/17/2019 10:00,65.14,62,69,2.17,C,-3.14
116+04736,2/17/2019 11:00,60.61,59,69,2.33,C,-1.61
116+04736,2/17/2019 12:00,55.42,58,69,2.55,C,2.58
116+04736,2/17/2019 13:00,41.62,55,69,3.39,C,13.38
116+04736,2/17/2019 14:00,46.24,56,69,3.05,C,9.76
116+04736,2/17/2019 15:00,35.28,52,69,4,C,16.72
116+04736,2/17/2019 16:00,35.31,52,69,4,C,16.69
116+04736,2/17/2019 17:00,37.01,52,69,3.82,C,14.99
116+04736,2/17/2019 18:00,43.16,58,69,3.27,C,14.84
116+04736,2/17/2019 19:00,53.64,66,69,2.63,C,12.36
116+04736,2/17/2019 20:00,55.6,65,69,2.54,C,9.4
116+04736,2/17/2019 21:00,57.86,66,69,2.44,C,8.14
116+04736,2/17/2019 22:00,56.45,64,69,2.5,B,7.55
116+04736,2/17/2019 23:00,60.33,62,69,2.34,C,1.67
116+04737,2/17/2019 0:00,61.49,55,65,0.84,A,-6.49
116+04737,2/17/2019 1:00,58.34,54,65,0.89,B,-4.34
116+04737,2/17/2019 2:00,54.74,57,65,0.94,B,2.26
116+04737,2/17/2019 3:00,58.24,60,65,0.89,B,1.76
116+04737,2/17/2019 4:00,53.1,60,65,0.97,A,6.9
116+04737,2/17/2019 5:00,58.69,59,65,0.88,C,0.31
116+04737,2/17/2019 6:00,59.37,62,65,0.87,B,2.63
116+04737,2/17/2019 7:00,59.11,64,65,0.87,C,4.89
116+04737,2/17/2019 8:00,60.06,64,65,0.86,C,3.94
116+04737,2/17/2019 9:00,63.47,65,65,0.81,C,1.53
116+04737,2/17/2019 10:00,61.86,62,65,0.84,C,0.14
116+04737,2/17/2019 11:00,57.19,59,65,0.9,C,1.81
116+04737,2/17/2019 12:00,53.82,56,65,0.96,C,2.18
116+04737,2/17/2019 13:00,44.56,54,65,1.16,C,9.44
116+04737,2/17/2019 14:00,45.99,54,65,1.12,C,8.01
116+04737,2/17/2019 15:00,43.3,50,65,1.19,C,6.7
116+04737,2/17/2019 16:00,38.01,50,65,1.36,C,11.99
116+04737,2/17/2019 17:00,34.87,52,65,1.48,C,17.13
116+04737,2/17/2019 18:00,33.92,56,65,1.52,C,22.08
116+04737,2/17/2019 19:00,50.77,62,65,1.02,C,11.23
116+04737,2/17/2019 20:00,51.07,63,65,1.01,C,11.93
116+04737,2/17/2019 21:00,55.7,63,65,0.93,B,7.3
116+04737,2/17/2019 22:00,55.34,60,65,0.93,B,4.66
116+04737,2/17/2019 23:00,57.66,59,65,0.9,B,1.34
116+04738,2/17/2019 0:00,61.53,58,65,0.59,A,-3.53
116+04738,2/17/2019 1:00,58.65,52,65,0.61,B,-6.65
116+04738,2/17/2019 2:00,58.15,57,65,0.62,B,-1.15
116+04738,2/17/2019 3:00,57.68,60,65,0.62,B,2.32
116+04738,2/17/2019 4:00,54.79,60,65,0.66,B,5.21
116+04738,2/17/2019 5:00,56.39,60,65,0.64,C,3.61
116+04738,2/17/2019 6:00,59.48,62,65,0.61,B,2.52
116+04738,2/17/2019 7:00,61.94,63,65,0.58,B,1.06
116+04738,2/17/2019 8:00,61.85,65,65,0.58,B,3.15
116+04738,2/17/2019 9:00,64.39,65,65,0.56,C,0.61
116+04738,2/17/2019 10:00,63.43,58,65,0.57,C,-5.43
116+04738,2/17/2019 11:00,61.62,59,65,0.58,C,-2.62
116+04738,2/17/2019 12:00,58.22,58,65,0.62,C,-0.22
116+04738,2/17/2019 13:00,54.11,55,65,0.67,C,0.89
116+04738,2/17/2019 14:00,55.64,51,65,0.65,C,-4.64
116+04738,2/17/2019 15:00,51.79,50,65,0.7,C,-1.79
116+04738,2/17/2019 16:00,49.1,51,65,0.73,C,1.9
116+04738,2/17/2019 17:00,34.89,54,65,1.03,C,19.11
116+04738,2/17/2019 18:00,24.8,58,65,1.45,C,33.2
116+04738,2/17/2019 19:00,48.17,61,65,0.75,C,12.83
116+04738,2/17/2019 20:00,50.54,62,65,0.71,C,11.46
116+04738,2/17/2019 21:00,56.77,62,65,0.63,B,5.23
116+04738,2/17/2019 22:00,54.6,60,65,0.66,B,5.4
116+04738,2/17/2019 23:00,56.68,59,65,0.64,B,2.32
116+04739,2/17/2019 0:00,62.13,56,63,1.38,A,-6.13
116+04739,2/17/2019 1:00,58.12,52,63,1.47,B,-6.12
116+04739,2/17/2019 2:00,53.51,54,63,1.6,B,0.49
116+04739,2/17/2019 3:00,54.48,58,63,1.57,B,3.52
116+04739,2/17/2019 4:00,52.24,59,63,1.64,B,6.76
116+04739,2/17/2019 5:00,55.48,58,63,1.54,C,2.52
116+04739,2/17/2019 6:00,59.22,61,63,1.44,B,1.78
116+04739,2/17/2019 7:00,59.12,61,63,1.45,C,1.88
116+04739,2/17/2019 8:00,59.75,63,63,1.43,C,3.25
116+04739,2/17/2019 9:00,63.1,64,63,1.36,C,0.9
116+04739,2/17/2019 10:00,60.95,53,63,1.4,C,-7.95
116+04739,2/17/2019 11:00,59.28,57,63,1.44,C,-2.28
116+04739,2/17/2019 12:00,58.05,57,63,1.47,C,-1.05
116+04739,2/17/2019 13:00,58.67,54,63,1.46,C,-4.67
116+04739,2/17/2019 14:00,56.65,49,63,1.51,C,-7.65
116+04739,2/17/2019 15:00,53.51,52,63,1.6,C,-1.51
116+04739,2/17/2019 16:00,50.43,51,63,1.7,C,0.57
116+04739,2/17/2019 17:00,35.93,55,63,2.38,C,19.07
116+04739,2/17/2019 18:00,23.39,57,63,3.66,C,33.61
116+04739,2/17/2019 19:00,35.89,59,63,2.38,C,23.11
116+04739,2/17/2019 20:00,33.88,60,63,2.52,C,26.12
116+04739,2/17/2019 21:00,34.61,61,63,2.47,B,26.39
116+04739,2/17/2019 22:00,53.11,58,63,1.61,B,4.89
116+04739,2/17/2019 23:00,53.87,58,63,1.59,C,4.13
116-10750,2/17/2019 0:00,31.62,43,62,2.08,B,11.38
116-10750,2/17/2019 1:00,35.33,39,62,1.86,B,3.67
116-10750,2/17/2019 2:00,47.69,41,62,1.38,A,-6.69
116-10750,2/17/2019 3:00,30.46,36,62,2.16,A,5.54
116-10750,2/17/2019 4:00,36.46,42,62,1.8,B,5.54
116-10750,2/17/2019 5:00,38.06,45,62,1.73,B,6.94
116-10750,2/17/2019 6:00,46.1,50,62,1.43,B,3.9
116-10750,2/17/2019 7:00,44.32,41,62,1.48,C,-3.32
116-10750,2/17/2019 8:00,50.69,46,62,1.3,C,-4.69
116-10750,2/17/2019 9:00,46.56,49,62,1.41,C,2.44
116-10750,2/17/2019 10:00,39.2,46,62,1.68,C,6.8
116-10750,2/17/2019 11:00,41.87,44,62,1.57,C,2.13
116-10750,2/17/2019 12:00,44.73,50,62,1.47,C,5.27
116-10750,2/17/2019 13:00,47.02,45,62,1.4,C,-2.02
116-10750,2/17/2019 14:00,45.08,48,62,1.46,C,2.92
116-10750,2/17/2019 15:00,41.88,49,62,1.57,C,7.12
116-10750,2/17/2019 16:00,54.46,53,62,1.21,C,-1.46
116-10750,2/17/2019 17:00,35.11,56,62,1.87,C,20.89
116-10750,2/17/2019 18:00,40.74,50,62,1.61,B,9.26
116-10750,2/17/2019 19:00,33.11,56,62,1.98,B,22.89
116-10750,2/17/2019 20:00,48.7,56,62,1.35,A,7.3
116-10750,2/17/2019 21:00,38.65,57,62,1.7,B,18.35
116-10750,2/17/2019 22:00,48.37,49,62,1.36,A,0.63
116-10750,2/17/2019 23:00,33.41,44,62,1.97,B,10.59
116-04236,2/17/2019 0:00,62.57,64,71,0.57,B,1.43
116-04236,2/17/2019 1:00,59.82,62,71,0.6,B,2.18
116-04236,2/17/2019 2:00,55.62,62,71,0.65,B,6.38
116-04236,2/17/2019 3:00,51.49,61,71,0.7,B,9.51
